2.16501e-11,-6.65582e-11,2.16566e-10
4.44745e-13,2.94644e-10,2.38803e-10
-1.90357e-11,-7.94901e-11,1.34282e-10
-2.38267e-11,-4.11823e-11,-5.73499e-11
2.27675e-11,-3.75273e-12,2.79401e-10
-6.3183e-12,-6.20697e-11,3.74405e-10
1.09461e-11,-4.62056e-11,-1.93447e-10
7.64701e-12,-1.63453e-10,2.01941e-10
7.10743e-12,-1.14711e-10,-1.34681e-10
-2.17694e-11,-2.03553e-10,-1.19957e-10
2.20535e-11,-7.06338e-11,1.99019e-10
-2.65464e-12,-6.53521e-11,-2.32606e-10
1.06679e-11,-1.38295e-10,1.78768e-10
3.87842e-12,-3.14355e-11,1.15198e-10
-5.18545e-12,1.10626e-10,3.57164e-10
-8.31311e-12,-2.0848e-10,-3.55805e-10
-2.24974e-11,-7.06182e-11,4.56106e-11
-4.0806e-12,-1.43297e-10,2.12882e-10
-1.83721e-11,7.9171e-11,-1.52878e-10
-8.56274e-12,1.2377e-10,-1.61214e-10
-1.87486e-11,-1.78395e-10,-1.4313e-10
1.28032e-11,1.22484e-10,-2.35487e-10
3.26096e-13,1.6153e-10,1.71931e-10
-2.28123e-11,-6.65335e-11,-9.79714e-11
-2.44608e-11,1.48517e-10,3.2559e-10
-1.6614e-12,-4.14495e-11,5.88705e-11
-3.49466e-12,3.69886e-11,-1.40067e-10
1.37466e-11,2.87554e-11,8.70832e-11
-1.80178e-11,1.7465e-10,1.48279e-10
1.01346e-11,-2.53899e-10,8.64512e-11
-1.03063e-11,4.66938e-11,6.3777e-11
-1.56649e-11,-8.47742e-12,-4.27354e-11
-1.10293e-12,5.92699e-11,-2.20491e-10
-3.77525e-12,-1.88184e-10,2.42215e-10
-1.10551e-11,4.28494e-11,1.57337e-10
2.30997e-11,1.36771e-10,1.88162e-10
-2.06724e-11,-6.39068e-11,1.96731e-10
-1.887e-11,-1.69604e-10,1.20683e-10
-2.39734e-11,-1.03539e-10,-1.39363e-10
-5.03015e-12,1.50488e-10,1.3884e-10
-1.6736e-11,1.55447e-11,-1.35333e-10
2.56219e-11,-1.67118e-11,-1.0127e-10
-6.51858e-12,-5.98847e-11,-1.12068e-10
-1.64417e-11,-3.052e-11,1.1917e-10
2.0191e-11,-6.20025e-11,1.8667e-10
-1.85619e-11,-6.32312e-11,-1.66463e-10
8.39621e-12,4.23228e-11,-9.85903e-11
-2.03329e-11,6.74466e-11,-1.20095e-10
-4.98041e-12,1.79164e-10,1.91233e-10
-1.82103e-11,-1.10246e-10,-8.34056e-11
-1.06424e-11,-2.93777e-10,-2.11255e-10
1.76305e-11,8.21582e-11,-1.07874e-10
3.36297e-12,1.46256e-10,1.5741e-10
-2.71401e-12,6.93789e-11,-3.01556e-10
1.25817e-11,1.79767e-10,-1.23447e-10
-2.35191e-11,2.51224e-10,5.96092e-11
-1.31466e-11,-6.73092e-12,7.32684e-11
1.43868e-11,3.86537e-11,1.85579e-10
-1.37033e-12,1.42702e-10,-2.02173e-10
-1.70922e-11,8.07907e-11,3.50526e-10
8.5189e-12,-8.33593e-11,-8.55053e-11
1.80116e-11,-6.93935e-11,-8.26787e-11
1.17396e-11,1.22724e-10,-2.85509e-10
5.45672e-12,-4.44334e-11,-2.33883e-10
1.80106e-11,1.82747e-11,1.76748e-10
-2.15501e-11,2.39106e-11,2.01622e-10
8.34018e-12,-2.03741e-11,-2.26568e-10
-1.56374e-11,1.2141e-10,1.08349e-10
-1.41012e-11,-8.97899e-12,-2.07059e-10
-1.56791e-11,6.66732e-11,-2.06133e-10
-1.79264e-11,6.26203e-11,-1.17115e-10
1.11947e-11,8.22197e-12,1.5201e-10
1.6994e-11,-2.55035e-10,-1.78416e-10
-4.67039e-12,-1.80042e-10,4.38436e-10
1.09615e-11,2.08806e-10,1.34076e-10
-1.7596e-11,-3.57843e-11,-1.51303e-10
-1.06731e-11,2.1205e-10,1.18492e-10
7.76392e-12,-1.71546e-10,-2.922e-10
1.67809e-11,-1.55313e-10,-4.10205e-10
2.26107e-11,-1.54955e-10,1.63131e-10
6.23879e-12,-3.99791e-11,-2.01962e-10
8.4092e-12,2.49742e-11,9.78155e-11
-2.15234e-12,3.46816e-11,1.17556e-10
-1.80831e-11,9.5172e-11,-1.33945e-10
-2.07564e-11,-1.72141e-11,-2.54548e-10
-8.11787e-12,-5.96441e-11,-1.8839e-10
1.71991e-11,-1.86496e-10,-3.44347e-10
-8.84197e-12,-2.57721e-11,6.2828e-11
8.93263e-12,7.57541e-11,1.15879e-10
7.65582e-13,6.06375e-11,-9.25617e-11
7.25361e-12,-5.59822e-12,2.10253e-10
-6.9016e-12,-8.23281e-11,-1.23702e-10
2.17128e-12,6.15349e-11,-1.57219e-10
2.50676e-12,-9.01685e-11,-4.90414e-10
-1.99175e-11,-1.14997e-10,2.62241e-10
9.55312e-12,1.04048e-10,-3.27524e-10
-2.29272e-11,2.48987e-10,2.57378e-10
-1.55192e-11,-3.57367e-12,-1.08894e-10
1.77201e-11,3.02097e-11,-3.55954e-11
-1.58575e-11,-1.39485e-10,-4.01398e-10
8.8741e-12,-6.09372e-11,-3.11938e-10
-1.25301e-11,2.29042e-11,1.6228e-10
-2.5275e-11,8.56506e-11,1.3518e-10
-2.49752e-11,-1.59919e-11,-2.13989e-10
2.08861e-11,5.67057e-11,-8.66785e-11
2.46522e-11,-5.45066e-11,-1.16847e-10
3.75627e-12,-1.00553e-10,2.32586e-10
-2.23175e-11,-2.92049e-10,-2.95678e-10
-6.72346e-12,-4.53127e-11,-2.96039e-10
9.36433e-12,3.6843e-10,3.12356e-10
2.49843e-11,4.73843e-11,1.00073e-10
-4.73573e-12,1.37211e-10,-1.81231e-10
1.02471e-11,-2.70061e-10,-1.03442e-10
-2.05365e-11,-1.74149e-10,-1.68353e-10
-1.02913e-11,-1.54758e-10,2.75907e-10
-1.24816e-11,1.45834e-11,6.47538e-11
